value,A123-0,EG4-1,RIL2_1,RIL2_1-8,RIL2_2,RIL2_3,RIL2_4,RIL2_5,RIL2_6,RIL2_7,RIL2_8
NC_029257.1_4253032,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_4314534,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029257.1_4338129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_4368693,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_4383231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_4494434,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_458589,1.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
NC_029257.1_4595622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029257.1_4644590,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_4699554,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029257.1_4772219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_4999904,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029257.1_5033283,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_5193146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_5268649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_5309147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029257.1_5320589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_539694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029257.1_5501011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_5545954,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_5635542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029257.1_5763675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_5855199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_5856377,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_5856419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029257.1_5857963,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
NC_029257.1_5857977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_6007526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_6544712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029257.1_6664414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_681903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_682275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_6951579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_6971212,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029257.1_7113419,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
NC_029257.1_7113422,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_7248627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029257.1_7346135,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
NC_029257.1_7460592,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
NC_029257.1_7460595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029257.1_7476139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_7838214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_8019723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_8112930,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_8187916,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
NC_029257.1_8386642,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_8795393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029257.1_8898159,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029257.1_8898162,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
NC_029257.1_8928925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029257.1_9025179,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_912063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029257.1_913612,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
NC_029257.1_9418869,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029257.1_9418872,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_9438879,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
NC_029257.1_9640960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029257.1_9640963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_10084474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_10476889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_10592386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_10593110,0.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_10676838,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_10748543,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1093463,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_10990368,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
NC_029258.1_10990371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_11015127,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_11059294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_11094809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11102321,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_11129024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_1113084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11188823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_11221384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11281617,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_11329079,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
NC_029258.1_11331348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11356058,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11366879,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11377172,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11484094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11572007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11616933,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_11723606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_11724933,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11781492,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
NC_029258.1_11781495,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11849603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11865133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_11922189,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_11922192,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_11961411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_12036119,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_12046563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_12046613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_12046810,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_12067612,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
NC_029258.1_12158053,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_12384657,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_12409836,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_12409839,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1246188,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1247287,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
NC_029258.1_12571104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_12904743,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1298985,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1298988,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1299650,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
NC_029258.1_13027115,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
NC_029258.1_13027118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_13100613,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_13172075,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029258.1_132031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_13281743,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029258.1_13282282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_13319068,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
NC_029258.1_13319071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_13319222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_13683978,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029258.1_13683981,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_13699244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_1426792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_1428675,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
NC_029258.1_1428678,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
NC_029258.1_1429393,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_14294449,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1431128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1443018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1453239,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_14548544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_14597026,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
NC_029258.1_14618742,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_14620264,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_14625279,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_15366308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_15487800,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
NC_029258.1_15603450,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
NC_029258.1_15689224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_15698485,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
NC_029258.1_15698488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_16222139,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
NC_029258.1_16222142,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_16311181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_16311226,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_16551322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_16625083,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_16734084,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_16846775,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_16846778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_17008179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_1701778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_17195959,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
NC_029258.1_17195962,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_17266448,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_17267495,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC_029258.1_17269649,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_17269652,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_17338127,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_17642390,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
NC_029258.1_17642393,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_1782927,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
NC_029258.1_180175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_180222,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029258.1_180225,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_18043769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_18117564,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC_029258.1_18117567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_1840658,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_1840661,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_18768076,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_19174820,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_19174833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_1969220,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_198571,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
NC_029258.1_198574,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_202152,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_2033634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_2078275,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_2079804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_2085957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_2095851,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_20971983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_21025380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_21188432,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
NC_029258.1_21233166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_21751838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_22164168,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
NC_029258.1_22203353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_22232828,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_22532979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_22679706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_22701630,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
NC_029258.1_22807130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_23036006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_23071793,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_23499675,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_23835953,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_23970340,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_23992038,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC_029258.1_24198725,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_24203921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_24225787,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_24276200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_24436163,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
NC_029258.1_24436166,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_24591270,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_24690333,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
NC_029258.1_24690336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_24706728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_24753651,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_24753654,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_24840821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_24855528,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
NC_029258.1_24917962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_24919851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_24920216,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
NC_029258.1_24969221,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_25060710,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_25086368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_25133835,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_25650645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_25909655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_26028785,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_26028788,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_26262315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_26467326,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_2658579,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_26688130,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_26753247,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_26753250,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC_029258.1_2675911,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
NC_029258.1_26818947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_26846761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_26851144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_26861560,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029258.1_26867109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_2688323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_27342532,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_2737673,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_27554630,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_27565012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_27646666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029258.1_27723648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029258.1_2774225,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029258.1_27769329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029258.1_27853006,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029258.1_27890181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
